date;dca;dva (no withdraw);dva (full);lump-sum;lump-sum mid-year
05-12-2017;22475;11656;9668;43538;15409
06-12-2017;23242;12054;9751;45025;15935
07-12-2017;23423;12147;9771;45375;16059
08-12-2017;23080;11970;9734;44711;15824
09-12-2017;21895;11355;9605;42415;15012
10-12-2017;20461;10611;9448;39636;14028
11-12-2017;23324;12096;9760;45184;15992
12-12-2017;25742;13324;10018;49772;17615
13-12-2017;25548;13224;10000;49397;17483
14-12-2017;27175;14066;10158;52541;18595
15-12-2017;26098;13508;10053;50459;17859
16-12-2017;27351;14157;10175;52883;18716
17-12-2017;29361;15197;10370;56769;20092
18-12-2017;31880;16501;10614;61638;21815
19-12-2017;31572;16316;10580;60947;21571
20-12-2017;39269;20294;11201;75805;26829
21-12-2017;34982;18078;10855;67530;23900
22-12-2017;28968;14970;10369;55919;19791
23-12-2017;31974;16524;10612;61723;21845
24-12-2017;28210;14578;10308;54456;19273
25-12-2017;30195;15604;10469;58289;20630
26-12-2017;31983;16502;10630;61643;21817
27-12-2017;35361;18246;10904;68155;24122
28-12-2017;31762;16388;10612;61216;21666
29-12-2017;31633;16322;10601;60968;21578
30-12-2017;27730;14308;10284;53445;18916
31-12-2017;29257;15096;10408;56389;19958
