S,put delta,gamma,vega,put theta,put rho
88,-0.573908375,0.017821654,0.345027212,-0.003102444,-0.636089594
89,-0.556118457,0.017752301,0.351539946,-0.003541155,-0.620345575
90,-0.538415257,0.017648502,0.357382163,-0.003958276,-0.604501296
91,-0.520832352,0.017512010,0.362542394,-0.004352974,-0.588588882
92,-0.503401515,0.017344686,0.367013557,-0.004724577,-0.572639805
93,-0.486152611,0.017148470,0.370792798,-0.005072565,-0.556684733
94,-0.469113538,0.016925364,0.373881291,-0.005396573,-0.540753385
95,-0.452310167,0.016677408,0.376284015,-0.005696379,-0.524874406
96,-0.435766319,0.016406663,0.378009513,-0.005971898,-0.509075257
97,-0.419503749,0.016115193,0.379069627,-0.006223177,-0.493382120
98,-0.403542157,0.015805049,0.379479229,-0.006450387,-0.477819826
99,-0.387899201,0.015478255,0.379255937,-0.006653809,-0.462411787
100,-0.372590536,0.015136793,0.378419832,-0.006833831,-0.447179950
101,-0.357629859,0.014782597,0.376993171,-0.006990934,-0.432144764
102,-0.343028963,0.014417536,0.375000105,-0.007125686,-0.417325160
103,-0.328797807,0.014043412,0.372466396,-0.007238732,-0.402738536
104,-0.314944584,0.013661951,0.369419154,-0.007330782,-0.388400768
105,-0.301475802,0.013274796,0.365886566,-0.007402605,-0.374326214
106,-0.288396370,0.012883505,0.361897654,-0.007455019,-0.360527739
107,-0.275709681,0.012489546,0.357482035,-0.007488881,-0.347016743
108,-0.263417706,0.012094297,0.352669698,-0.007505083,-0.333803200
109,-0.251521088,0.011699042,0.347490795,-0.007504538,-0.320895698
110,-0.240019226,0.011304974,0.341975449,-0.007488180,-0.308301488
111,-0.228910377,0.010913191,0.336153580,-0.007456951,-0.296026537
112,-0.218191744,0.010524705,0.330054738,-0.007411798,-0.284075584
113,-0.207859562,0.010140433,0.323707962,-0.007353667,-0.272452200
114,-0.197909195,0.009761208,0.317141651,-0.007283497,-0.261158850
115,-0.188335213,0.009387779,0.310383447,-0.007202215,-0.250196952
116,-0.179131482,0.009020813,0.303460138,-0.007110731,-0.239566948
117,-0.170291237,0.008660898,0.296397573,-0.007009939,-0.229268362
118,-0.161807163,0.008308549,0.289220589,-0.006900707,-0.219299870
119,-0.153671468,0.007964210,0.281952955,-0.006783877,-0.209659357
120,-0.145875946,0.007628259,0.274617324,-0.006660265,-0.200343989
121,-0.138412049,0.007301009,0.267235199,-0.006530654,-0.191350265
122,-0.131270941,0.006982717,0.259826909,-0.006395797,-0.182674084
123,-0.124443561,0.006673583,0.252411594,-0.006256413,-0.174310802
124,-0.117920672,0.006373756,0.245007197,-0.006113188,-0.166255283
125,-0.111692911,0.006083340,0.237630471,-0.005966770,-0.158501963
126,-0.105750835,0.005802393,0.230296984,-0.005817775,-0.151044892
127,-0.100084961,0.005530935,0.223021136,-0.005666782,-0.143877788
128,-0.094685806,0.005268950,0.215816182,-0.005514334,-0.136994084
129,-0.089543920,0.005016387,0.208694259,-0.005360941,-0.130386971
130,-0.084649916,0.004773170,0.201666412,-0.005207077,-0.124049438
131,-0.079994501,0.004539191,0.194742635,-0.005053182,-0.117974316
132,-0.075568498,0.004314323,0.187931902,-0.004899664,-0.112154309
133,-0.071362868,0.004098416,0.181242213,-0.004746897,-0.106582030
134,-0.067368734,0.003891304,0.174680631,-0.004595227,-0.101250033
135,-0.063577390,0.003692803,0.168253326,-0.004444965,-0.096150841
136,-0.059980323,0.003502717,0.161965623,-0.004296398,-0.091276974
137,-0.056569220,0.003320838,0.155822043,-0.004149783,-0.086620970
138,-0.053335982,0.003146951,0.149826349,-0.004005349,-0.082175413
139,-0.050272729,0.002980831,0.143981592,-0.003863302,-0.077932945
140,-0.047371808,0.002822248,0.138290154,-0.003723823,-0.073886292
141,-0.044625798,0.002670968,0.132753796,-0.003587071,-0.070028275
142,-0.042027516,0.002526755,0.127373696,-0.003453184,-0.066351826
143,-0.039570013,0.002389369,0.122150495,-0.003322277,-0.062849999
144,-0.037246582,0.002258571,0.117084338,-0.003194450,-0.059515985
145,-0.035050754,0.002134124,0.112174912,-0.003069783,-0.056343116
146,-0.032976296,0.002015791,0.107421487,-0.002948340,-0.053324879
147,-0.031017213,0.001903336,0.102822951,-0.002830171,-0.050454916
148,-0.029167742,0.001796527,0.098377845,-0.002715309,-0.047727036
149,-0.027422352,0.001695138,0.094084401,-0.002603778,-0.045135215
150,-0.025775735,0.001598943,0.089940567,-0.002495586,-0.042673603
