date;dva1 crypto;dva2 crypto + cash;dva2 crypto;dva1 expenses;dva2 expenses;savings;no withdraw (dva1);full adjustment (dva2)
19-12-2017;11940,19;7880,25;2550;703,72;2300,13;2550;0,67;0,14
20-12-2017;11166,35;7714,98;2384,74;703,72;2300,13;2550;0,67;0,14
21-12-2017;10614,44;7597,11;2266,87;703,72;2300,13;2550;0,67;0,14
22-12-2017;9290,5;7314,36;1984,12;703,72;2300,13;2550;0,67;0,14
23-12-2017;9873,11;7438,79;2108,54;703,72;2300,13;2550;0,67;0,14
24-12-2017;9353,63;7327,85;1997,6;703,72;2300,13;2550;0,67;0,14
25-12-2017;9421,34;7342,31;2012,06;703,72;2300,13;2550;0,67;0,14
26-12-2017;10813,86;7930,25;2600;703,72;2590,67;2600;0,67;0,16
27-12-2017;10638,35;7888,05;2557,8;703,72;2590,67;2600;0,67;0,16
28-12-2017;9810,84;7689,09;2358,84;703,72;2590,67;2600;0,67;0,16
29-12-2017;9844,23;7697,11;2366,87;703,72;2590,67;2600;0,67;0,16
30-12-2017;8699,69;7421,93;2091,69;703,72;2590,67;2600;0,67;0,16
31-12-2017;9508,52;7616,4;2286,16;703,72;2590,67;2600;0,67;0,16
