date;dca;dva (no withdraw);dva (full);lump-sum;lump-sum mid-year
10-03-2015;593;500;522;2651;0
11-03-2015;603;508;530;2693;0
12-03-2015;599;504;526;2674;0
13-03-2015;580;489;511;2592;0
14-03-2015;573;483;505;2561;0
15-03-2015;582;491;513;2602;0
16-03-2015;591;498;520;2640;0
17-03-2015;631;550;572;2594;0
18-03-2015;566;494;516;2328;0
19-03-2015;576;503;525;2371;0
20-03-2015;578;504;526;2378;0
21-03-2015;574;501;523;2362;0
22-03-2015;592;516;538;2434;0
23-03-2015;589;514;536;2423;0
24-03-2015;592;600;622;2231;0
25-03-2015;594;601;623;2237;0
26-03-2015;600;607;629;2258;0
27-03-2015;596;604;625;2244;0
28-03-2015;610;618;640;2297;0
29-03-2015;585;593;615;2205;0
30-03-2015;597;605;627;2249;0
31-03-2015;639;650;672;2219;0
01-04-2015;647;658;680;2246;0
02-04-2015;662;673;695;2299;0
03-04-2015;666;677;699;2310;0
04-04-2015;664;675;697;2305;0
05-04-2015;682;694;716;2368;0
06-04-2015;669;680;702;2321;0
07-04-2015;713;700;722;2300;0
08-04-2015;690;677;699;2226;0
09-04-2015;686;674;696;2214;0
10-04-2015;664;653;675;2145;0
11-04-2015;666;654;676;2149;0
12-04-2015;665;653;675;2145;0
13-04-2015;632;621;643;2040;0
14-04-2015;667;750;772;1991;0
15-04-2015;681;766;788;2034;0
16-04-2015;695;782;804;2077;0
17-04-2015;678;763;785;2025;0
18-04-2015;680;764;786;2029;0
19-04-2015;677;762;784;2022;0
20-04-2015;683;769;791;2041;0
21-04-2015;766;805;827;2137;0
22-04-2015;762;801;823;2127;0
23-04-2015;770;809;831;2148;0
24-04-2015;753;791;814;2101;0
25-04-2015;737;775;797;2057;0
26-04-2015;714;751;773;1994;0
27-04-2015;746;785;807;2083;0
28-04-2015;785;850;877;2052;0
29-04-2015;785;850;877;2051;0
30-04-2015;821;889;916;2145;0
01-05-2015;807;873;901;2108;0
02-05-2015;817;884;911;2134;0
03-05-2015;836;905;932;2184;0
04-05-2015;831;900;927;2171;0
05-05-2015;871;900;927;2145;0
06-05-2015;847;876;903;2088;0
07-05-2015;875;905;932;2156;0
08-05-2015;899;930;957;2215;0
09-05-2015;892;922;949;2197;0
10-05-2015;886;916;943;2183;0
11-05-2015;893;923;950;2200;0
12-05-2015;939;950;977;2190;0
13-05-2015;921;931;958;2147;0
14-05-2015;923;934;961;2152;0
15-05-2015;926;936;963;2159;0
16-05-2015;920;930;958;2145;0
17-05-2015;922;933;960;2151;0
18-05-2015;908;919;946;2118;0
19-05-2015;954;1000;1027;2107;0
20-05-2015;962;1009;1036;2126;0
21-05-2015;968;1015;1042;2138;0
22-05-2015;988;1036;1063;2184;0
23-05-2015;982;1030;1057;2170;0
24-05-2015;991;1039;1066;2189;0
25-05-2015;975;1022;1049;2154;0
26-05-2015;1025;1050;1077;2154;0
27-05-2015;1026;1051;1078;2156;0
28-05-2015;1026;1051;1078;2157;0
29-05-2015;1025;1050;1077;2154;0
30-05-2015;1009;1033;1060;2120;0
31-05-2015;995;1019;1046;2091;0
01-06-2015;963;987;1014;2025;0
02-06-2015;1026;1100;1127;2051;0
03-06-2015;1026;1100;1127;2052;0
04-06-2015;1019;1093;1120;2038;0
05-06-2015;1022;1096;1123;2044;0
06-06-2015;1025;1099;1126;2050;0
07-06-2015;1013;1086;1113;2025;0
08-06-2015;1038;1113;1140;2076;0
09-06-2015;1091;1150;1177;2081;0
10-06-2015;1089;1149;1176;2079;0
11-06-2015;1094;1153;1180;2087;0
12-06-2015;1095;1155;1182;2089;0
13-06-2015;1107;1167;1194;2111;0
14-06-2015;1112;1173;1200;2122;0
15-06-2015;1128;1189;1216;2152;0
16-06-2015;1245;1260;1287;2279;0
17-06-2015;1237;1252;1279;2265;0
18-06-2015;1235;1250;1278;2262;0
19-06-2015;1213;1228;1257;2222;0
20-06-2015;1217;1231;1260;2228;0
21-06-2015;1210;1225;1254;2216;0
22-06-2015;1225;1240;1268;2244;0
23-06-2015;1262;1250;1337;2219;0
24-06-2015;1242;1231;1317;2185;0
25-06-2015;1254;1242;1329;2206;0
26-06-2015;1258;1246;1333;2213;0
27-06-2015;1297;1284;1371;2280;0
28-06-2015;1286;1274;1361;2262;0
29-06-2015;1328;1315;1402;2335;0
30-06-2015;1409;1346;1433;2390;0
01-07-2015;1385;1323;1411;2350;0
02-07-2015;1368;1307;1395;2320;0
03-07-2015;1373;1312;1400;2329;0
04-07-2015;1397;1335;1422;2370;0
05-07-2015;1456;1391;1477;2470;0
06-07-2015;1441;1377;1462;2444;0
07-07-2015;1476;1362;1483;2418;2600
08-07-2015;1501;1386;1506;2460;2645
09-07-2015;1492;1378;1498;2446;2630
10-07-2015;1579;1458;1578;2588;2783
11-07-2015;1625;1500;1619;2663;2863
12-07-2015;1723;1591;1709;2824;3036
13-07-2015;1619;1494;1614;2653;2852
14-07-2015;1644;1471;1591;2612;2808
15-07-2015;1634;1463;1583;2597;2792
16-07-2015;1590;1423;1545;2526;2716
17-07-2015;1598;1430;1552;2539;2730
18-07-2015;1572;1407;1529;2497;2685
19-07-2015;1564;1400;1523;2486;2672
20-07-2015;1595;1427;1549;2535;2725
21-07-2015;1627;1450;1641;2506;2694
22-07-2015;1635;1457;1648;2519;2708
23-07-2015;1628;1451;1642;2508;2696
24-07-2015;1700;1515;1706;2619;2816
25-07-2015;1703;1518;1708;2623;2820
26-07-2015;1726;1539;1729;2659;2859
27-07-2015;1732;1544;1734;2668;2868
28-07-2015;1787;1548;1738;2675;2876
29-07-2015;1757;1522;1714;2631;2828
30-07-2015;1746;1512;1704;2614;2810
31-07-2015;1727;1496;1689;2586;2780
01-08-2015;1709;1480;1673;2558;2750
02-08-2015;1715;1486;1678;2568;2760
03-08-2015;1707;1478;1671;2555;2747
04-08-2015;1781;1550;1788;2591;2786
05-08-2015;1760;1532;1770;2561;2753
06-08-2015;1739;1514;1752;2531;2721
07-08-2015;1746;1519;1758;2540;2731
08-08-2015;1630;1418;1657;2371;2549
09-08-2015;1655;1441;1679;2408;2589
10-08-2015;1651;1437;1676;2403;2583
11-08-2015;1738;1600;1838;2456;2641
12-08-2015;1712;1576;1815;2420;2602
13-08-2015;1698;1563;1801;2399;2579
14-08-2015;1708;1572;1811;2414;2595
15-08-2015;1681;1548;1786;2376;2555
16-08-2015;1662;1530;1768;2349;2525
17-08-2015;1658;1527;1765;2344;2520
18-08-2015;1407;1650;1888;1918;2062
19-08-2015;1511;1772;2010;2059;2214
20-08-2015;1569;1840;2078;2138;2299
21-08-2015;1550;1818;2056;2113;2271
22-08-2015;1536;1801;2039;2093;2250
23-08-2015;1521;1784;2022;2073;2228
24-08-2015;1403;1645;1884;1912;2056
25-08-2015;1527;1732;1971;2013;2164
26-08-2015;1556;1765;2003;2052;2206
27-08-2015;1549;1757;1995;2042;2195
28-08-2015;1595;1809;2046;2102;2260
29-08-2015;1583;1796;2033;2088;2244
30-08-2015;1576;1788;2026;2078;2234
31-08-2015;1585;1798;2036;2090;2247
01-09-2015;1622;1783;2021;2072;2228
02-09-2015;1630;1792;2030;2083;2239
03-09-2015;1615;1776;2014;2064;2219
04-09-2015;1638;1800;2037;2092;2249
05-09-2015;1671;1837;2074;2135;2295
06-09-2015;1705;1875;2111;2179;2342
07-09-2015;1705;1875;2111;2179;2343
08-09-2015;1782;1904;2140;2213;2379
09-09-2015;1742;1862;2099;2164;2326
10-09-2015;1745;1864;2102;2167;2329
11-09-2015;1757;1877;2114;2181;2345
12-09-2015;1721;1839;2078;2137;2297
13-09-2015;1686;1802;2043;2094;2251
14-09-2015;1687;1803;2044;2095;2253
15-09-2015;1735;1850;2190;2092;2249
16-09-2015;1726;1840;2180;2081;2237
17-09-2015;1731;1846;2186;2088;2245
18-09-2015;1755;1871;2211;2117;2275
19-09-2015;1744;1860;2199;2103;2261
20-09-2015;1742;1857;2197;2101;2258
21-09-2015;1711;1824;2164;2063;2218
22-09-2015;1787;1900;2240;2095;2252
23-09-2015;1785;1897;2237;2092;2249
24-09-2015;1818;1932;2272;2131;2291
25-09-2015;1822;1937;2277;2136;2297
26-09-2015;1816;1931;2270;2129;2289
27-09-2015;1804;1918;2257;2115;2273
28-09-2015;1853;1970;2310;2173;2336
29-09-2015;1884;1950;2290;2150;2312
30-09-2015;1879;1945;2284;2145;2306
01-10-2015;1891;1957;2297;2158;2320
02-10-2015;1889;1955;2295;2156;2318
03-10-2015;1901;1967;2306;2169;2332
04-10-2015;1897;1963;2302;2165;2327
05-10-2015;1914;1980;2320;2184;2348
06-10-2015;2009;2027;2367;2235;2403
07-10-2015;1984;2002;2342;2207;2373
08-10-2015;1978;1996;2336;2201;2367
09-10-2015;1991;2010;2349;2216;2382
10-10-2015;2000;2018;2358;2225;2392
11-10-2015;2017;2035;2375;2244;2413
12-10-2015;2003;2021;2361;2229;2396
13-10-2015;2087;2056;2417;2267;2437
14-10-2015;2108;2076;2437;2289;2461
15-10-2015;2127;2095;2456;2310;2484
16-10-2015;2199;2166;2527;2388;2567
17-10-2015;2264;2230;2590;2459;2643
18-10-2015;2189;2156;2516;2377;2555
19-10-2015;2204;2170;2531;2393;2573
20-10-2015;2304;2220;2581;2448;2632
21-10-2015;2277;2194;2556;2419;2601
22-10-2015;2343;2258;2616;2489;2676
23-10-2015;2364;2278;2636;2512;2700
24-10-2015;2408;2320;2676;2559;2751
25-10-2015;2425;2337;2692;2577;2771
26-10-2015;2439;2351;2704;2592;2786
27-10-2015;2562;2420;2770;2669;2869
28-10-2015;2656;2510;2850;2767;2975
29-10-2015;2737;2586;2917;2851;3065
30-10-2015;2860;2702;3021;2980;3204
31-10-2015;2740;2588;2919;2854;3068
01-11-2015;2838;2681;3002;2957;3178
02-11-2015;3150;2976;3264;3281;3528
03-11-2015;3568;3324;3573;3665;3940
04-11-2015;3640;3391;3617;3739;4020
05-11-2015;3417;3183;3480;3510;3773
06-11-2015;3312;3085;3415;3402;3657
07-11-2015;3418;3184;3480;3511;3775
08-11-2015;3302;3076;3409;3392;3647
09-11-2015;3363;3133;3446;3455;3714
10-11-2015;3029;2775;3623;3060;3290
11-11-2015;2797;2563;3451;2826;3038
12-11-2015;3041;2786;3632;3072;3303
13-11-2015;3028;2774;3622;3059;3289
14-11-2015;2994;2743;3596;3024;3251
15-11-2015;2879;2638;3511;2909;3127
16-11-2015;2974;2725;3582;3005;3230
17-11-2015;3063;2761;3673;3044;3273
18-11-2015;3059;2757;3669;3040;3268
19-11-2015;2982;2687;3611;2963;3185
20-11-2015;2944;2653;3583;2926;3145
21-11-2015;2989;2693;3617;2970;3193
22-11-2015;2967;2674;3600;2948;3170
23-11-2015;2953;2661;3590;2935;3155
24-11-2015;2976;2637;3723;2908;3126
25-11-2015;3052;2704;3783;2982;3206
26-11-2015;3279;2906;3962;3204;3445
27-11-2015;3329;2950;4002;3253;3497
28-11-2015;3323;2944;3997;3247;3490
29-11-2015;3452;3059;4099;3373;3626
30-11-2015;3508;3109;4143;3428;3685
01-12-2015;3420;2986;4034;3293;3540
02-12-2015;3389;2959;4012;3263;3508
03-12-2015;3407;2975;4025;3280;3526
04-12-2015;3427;2992;4039;3299;3547
05-12-2015;3670;3204;4209;3534;3799
06-12-2015;3669;3203;4208;3532;3797
07-12-2015;3732;3259;4253;3593;3863
08-12-2015;3971;3424;4386;3775;4059
09-12-2015;3990;3440;4397;3794;4078
10-12-2015;3970;3423;4385;3775;4058
11-12-2015;4319;3723;4600;4106;4414
12-12-2015;4157;3584;4500;3952;4249
13-12-2015;4145;3574;4493;3941;4236
14-12-2015;4245;3659;4554;4035;4338
15-12-2015;4497;3834;4679;4227;4545
16-12-2015;4396;3748;4623;4133;4443
17-12-2015;4407;3758;4629;4143;4454
18-12-2015;4480;3820;4670;4212;4528
19-12-2015;4468;3809;4663;4200;4515
20-12-2015;4278;3647;4557;4022;4324
21-12-2015;4239;3614;4536;3985;4284
22-12-2015;4269;3597;4729;3966;4264
23-12-2015;4326;3645;4763;4019;4321
24-12-2015;4449;3748;4837;4133;4444
25-12-2015;4456;3754;4840;4140;4450
26-12-2015;4080;3438;4616;3791;4075
27-12-2015;4135;3484;4649;3841;4130
28-12-2015;4129;3479;4646;3836;4124
29-12-2015;4284;3567;4779;3934;4229
30-12-2015;4221;3515;4741;3876;4167
31-12-2015;4260;3547;4764;3912;4205
