date;dva1 crypto;dva2 crypto + cash;dva2 crypto;dva1 expenses;dva2 expenses;savings;no withdraw (dva1);full adjustment (dva2)
17-12-2016;2603.21;3391.05;2532.9;1521.07;2336.1;2500;3.29;3.2
18-12-2016;2602.22;3390.1;2531.95;1521.07;2336.1;2500;3.29;3.2
19-12-2016;2609.41;3397.09;2538.94;1521.07;2336.1;2500;3.29;3.2
20-12-2016;2636.28;3423.23;2550;1521.07;2336.1;2550;3.29;3.18
21-12-2016;2746.24;3529.6;2656.36;1521.07;2336.1;2550;3.29;3.18
22-12-2016;2845.84;3625.94;2752.71;1521.07;2336.1;2550;3.29;3.18
23-12-2016;3034.93;3808.84;2935.61;1521.07;2336.1;2550;3.29;3.18
24-12-2016;2958.69;3735.09;2861.86;1521.07;2336.1;2550;3.29;3.18
25-12-2016;2950;3726.69;2853.46;1521.07;2336.1;2550;3.29;3.18
26-12-2016;2987.62;3763.08;2889.84;1521.07;2336.1;2550;3.29;3.18
27-12-2016;3071.85;3844.55;2600;1521.07;2336.1;2600;3.29;2.79
28-12-2016;3212.48;3963.58;2719.03;1521.07;2336.1;2600;3.29;2.79
29-12-2016;3204.5;3956.83;2712.28;1521.07;2336.1;2600;3.29;2.79
30-12-2016;3164.15;3922.67;2678.12;1521.07;2336.1;2600;3.29;2.79
31-12-2016;3172.39;3929.65;2685.1;1521.07;2336.1;2600;3.29;2.79
