date;dva (no withdraw);dva (crypto ptf + cash);savings;dva (crypto ptf);no withdraw;full adjustment
01-03-2017;466.22;466.22;450;466.22;0.38136564;0.38136564
02-03-2017;477.09;477.09;450;477.09;0.38136564;0.38136564
03-03-2017;486.24;486.24;450;486.24;0.38136564;0.38136564
04-03-2017;478.67;478.67;450;478.67;0.38136564;0.38136564
05-03-2017;483.24;483.24;450;483.24;0.38136564;0.38136564
06-03-2017;485.41;485.41;450;485.41;0.38136564;0.38136564
07-03-2017;500;500;500;500;0.4086503;0.4086503
08-03-2017;469.95;469.95;500;469.95;0.4086503;0.4086503
09-03-2017;485.68;485.68;500;485.68;0.4086503;0.4086503
10-03-2017;456.35;456.35;500;456.35;0.4086503;0.4086503
11-03-2017;480.5;480.5;500;480.5;0.4086503;0.4086503
12-03-2017;499.12;499.12;500;499.12;0.4086503;0.4086503
13-03-2017;503.42;503.42;500;503.42;0.4086503;0.4086503
14-03-2017;550;550;550;550;0.44354839;0.44354839
15-03-2017;554.26;554.26;550;554.26;0.44354839;0.44354839
16-03-2017;526.85;526.85;550;526.85;0.44354839;0.44354839
17-03-2017;488.01;488.01;550;488.01;0.44354839;0.44354839
18-03-2017;431.94;431.94;550;431.94;0.44354839;0.44354839
19-03-2017;459.84;459.84;550;459.84;0.44354839;0.44354839
20-03-2017;467.6;467.6;550;467.6;0.44354839;0.44354839
21-03-2017;600;600;600;600;0.5354561;0.5354561
22-03-2017;561.77;561.77;600;561.77;0.5354561;0.5354561
23-03-2017;556.12;556.12;600;556.12;0.5354561;0.5354561
24-03-2017;502;502;600;502;0.5354561;0.5354561
25-03-2017;520.88;520.88;600;520.88;0.5354561;0.5354561
26-03-2017;517.64;517.64;600;517.64;0.5354561;0.5354561
27-03-2017;559.96;559.96;600;559.96;0.5354561;0.5354561
28-03-2017;650;650;650;650;0.62073245;0.62073245
29-03-2017;645.54;645.54;650;645.54;0.62073245;0.62073245
30-03-2017;637.14;637.14;650;637.14;0.62073245;0.62073245
31-03-2017;665.29;665.29;650;665.29;0.62073245;0.62073245
01-04-2017;670.7;670.7;650;670.7;0.62073245;0.62073245
02-04-2017;684.15;684.15;650;684.15;0.62073245;0.62073245
03-04-2017;710;710;650;710;0.62073245;0.62073245
04-04-2017;703.45;703.45;700;700;0.62073245;0.61769248
05-04-2017;698.19;698.21;700;694.77;0.62073245;0.61769248
06-04-2017;734.13;733.98;700;730.53;0.62073245;0.61769248
07-04-2017;730.54;730.41;700;726.96;0.62073245;0.61769248
08-04-2017;729.95;729.82;700;726.38;0.62073245;0.61769248
09-04-2017;737.35;737.18;700;733.74;0.62073245;0.61769248
10-04-2017;736.89;736.73;700;733.28;0.62073245;0.61769248
11-04-2017;750;753.45;750;750;0.62240147;0.62240147
12-04-2017;747.11;750.56;750;747.11;0.62240147;0.62240147
13-04-2017;727.76;731.21;750;727.76;0.62240147;0.62240147
14-04-2017;726.68;730.12;750;726.68;0.62240147;0.62240147
15-04-2017;729.78;733.22;750;729.78;0.62240147;0.62240147
16-04-2017;736.26;739.71;750;736.26;0.62240147;0.62240147
17-04-2017;743.09;746.54;750;743.09;0.62240147;0.62240147
18-04-2017;800;803.45;800;800;0.66024575;0.66024575
19-04-2017;799.09;802.53;800;799.09;0.66024575;0.66024575
20-04-2017;811.49;814.94;800;811.49;0.66024575;0.66024575
21-04-2017;806.85;810.3;800;806.85;0.66024575;0.66024575
22-04-2017;813.23;816.68;800;813.23;0.66024575;0.66024575
23-04-2017;797.06;800.5;800;797.06;0.66024575;0.66024575
24-04-2017;825.41;828.85;800;825.41;0.66024575;0.66024575
25-04-2017;850;853.45;850;850;0.67167659;0.67167659
26-04-2017;860.47;863.92;850;860.47;0.67167659;0.67167659
27-04-2017;885.09;888.53;850;885.09;0.67167659;0.67167659
28-04-2017;884.25;887.69;850;884.25;0.67167659;0.67167659
29-04-2017;887.82;891.26;850;887.82;0.67167659;0.67167659
30-04-2017;905.35;908.79;850;905.35;0.67167659;0.67167659
01-05-2017;954.86;958.3;850;954.86;0.67167659;0.67167659
02-05-2017;975.83;979.27;900;900;0.67167659;0.61948489
03-05-2017;1000.86;1002.36;900;923.09;0.67167659;0.61948489
04-05-2017;1032.82;1031.83;900;952.56;0.67167659;0.61948489
05-05-2017;1044.76;1042.85;900;963.58;0.67167659;0.61948489
06-05-2017;1060.44;1057.31;900;978.04;0.67167659;0.61948489
07-05-2017;1072.47;1068.41;900;989.14;0.67167659;0.61948489
08-05-2017;1157.53;1146.86;900;1067.59;0.67167659;0.61948489
09-05-2017;1179.03;1166.69;950;950;0.67167659;0.54119953
10-05-2017;1200.37;1183.88;950;967.19;0.67167659;0.54119953
11-05-2017;1241.64;1217.13;950;1000.45;0.67167659;0.54119953
12-05-2017;1158.13;1149.85;950;933.16;0.67167659;0.54119953
13-05-2017;1212.32;1193.51;950;976.82;0.67167659;0.54119953
14-05-2017;1215;1195.67;950;978.98;0.67167659;0.54119953
15-05-2017;1167.66;1157.53;950;940.84;0.67167659;0.54119953
16-05-2017;1164.99;1216.69;1000;1000;0.67167659;0.57655166
17-05-2017;1235.27;1277.02;1000;1060.33;0.67167659;0.57655166
18-05-2017;1268.56;1305.59;1000;1088.9;0.67167659;0.57655166
19-05-2017;1335.1;1362.71;1000;1146.02;0.67167659;0.57655166
20-05-2017;1400.26;1418.64;1000;1201.95;0.67167659;0.57655166
21-05-2017;1371.03;1393.55;1000;1176.86;0.67167659;0.57655166
22-05-2017;1459.82;1469.77;1000;1253.08;0.67167659;0.57655166
23-05-2017;1558.57;1554.53;1050;1050;0.67167659;0.4525043
24-05-2017;1641.34;1610.29;1050;1105.76;0.67167659;0.4525043
25-05-2017;1548.2;1547.54;1050;1043.01;0.67167659;0.4525043
26-05-2017;1479.31;1501.14;1050;996.6;0.67167659;0.4525043
27-05-2017;1369.46;1427.13;1050;922.6;0.67167659;0.4525043
28-05-2017;1448;1480.04;1050;975.51;0.67167659;0.4525043
29-05-2017;1515.04;1525.2;1050;1020.67;0.67167659;0.4525043
30-05-2017;1461.21;1604.53;1100;1100;0.67167659;0.50563787
31-05-2017;1535.73;1660.63;1100;1156.1;0.67167659;0.50563787
01-06-2017;1617.32;1722.05;1100;1217.52;0.67167659;0.50563787
02-06-2017;1671.5;1762.84;1100;1258.31;0.67167659;0.50563787
03-06-2017;1689.5;1776.39;1100;1271.86;0.67167659;0.50563787
04-06-2017;1687.12;1774.6;1100;1270.07;0.67167659;0.50563787
05-06-2017;1804.67;1863.08;1100;1358.55;0.67167659;0.50563787
06-06-2017;1923.14;1952.27;1150;1150;0.67167659;0.40164851
07-06-2017;1835.13;1899.64;1150;1097.37;0.67167659;0.40164851
08-06-2017;1884.47;1929.15;1150;1126.87;0.67167659;0.40164851
09-06-2017;1896.69;1936.45;1150;1134.18;0.67167659;0.40164851
10-06-2017;1979.91;1986.22;1150;1183.94;0.67167659;0.40164851
11-06-2017;1986.89;1990.39;1150;1188.12;0.67167659;0.40164851
12-06-2017;1786.41;1870.51;1150;1068.24;0.67167659;0.40164851
13-06-2017;1824.96;2002.27;1200;1200;0.67167659;0.44166035
14-06-2017;1683.47;1909.24;1200;1106.96;0.67167659;0.44166035
15-06-2017;1655.4;1890.78;1200;1088.51;0.67167659;0.44166035
16-06-2017;1691.66;1914.62;1200;1112.35;0.67167659;0.44166035
17-06-2017;1783.89;1975.27;1200;1173;0.67167659;0.44166035
18-06-2017;1711.63;1927.75;1200;1125.48;0.67167659;0.44166035
19-06-2017;1739.37;1946;1200;1143.72;0.67167659;0.44166035
20-06-2017;1828.16;2052.27;1250;1250;0.67167659;0.45925659
21-06-2017;1806.21;2037.26;1250;1234.99;0.67167659;0.45925659
22-06-2017;1817.16;2044.75;1250;1242.48;0.67167659;0.45925659
23-06-2017;1843.69;2062.89;1250;1260.62;0.67167659;0.45925659
24-06-2017;1752.22;2000.35;1250;1198.07;0.67167659;0.45925659
25-06-2017;1739.25;1991.48;1250;1189.2;0.67167659;0.45925659
26-06-2017;1664.72;1940.52;1250;1138.24;0.67167659;0.45925659
27-06-2017;1714.42;2102.27;1300;1300;0.67167659;0.50931459
28-06-2017;1729.43;2113.65;1300;1311.38;0.67167659;0.50931459
29-06-2017;1705.6;2095.59;1300;1293.31;0.67167659;0.50931459
30-06-2017;1666.32;2065.8;1300;1263.53;0.67167659;0.50931459
01-07-2017;1635.23;2042.23;1300;1239.95;0.67167659;0.50931459
02-07-2017;1683.54;2078.86;1300;1276.58;0.67167659;0.50931459
03-07-2017;1722.22;2108.19;1300;1305.91;0.67167659;0.50931459
04-07-2017;1747.46;2152.27;1350;1350;0.67167659;0.51890348
05-07-2017;1747.7;2152.46;1350;1350.18;0.67167659;0.51890348
06-07-2017;1752.11;2155.86;1350;1353.59;0.67167659;0.51890348
07-07-2017;1691.72;2109.21;1350;1306.94;0.67167659;0.51890348
08-07-2017;1727.11;2136.55;1350;1334.28;0.67167659;0.51890348
09-07-2017;1691.58;2109.1;1350;1306.83;0.67167659;0.51890348
10-07-2017;1593.59;2033.4;1350;1231.13;0.67167659;0.51890348
11-07-2017;1570.24;2202.27;1400;1400;0.67167659;0.59885617
12-07-2017;1611.24;2238.83;1400;1436.56;0.67167659;0.59885617
13-07-2017;1583.75;2214.32;1400;1412.04;0.67167659;0.59885617
14-07-2017;1500.08;2139.72;1400;1337.45;0.67167659;0.59885617
15-07-2017;1342.59;1999.3;1400;1197.03;0.67167659;0.59885617
16-07-2017;1296.21;1957.96;1400;1155.68;0.67167659;0.59885617
17-07-2017;1496.77;2136.77;1400;1334.5;0.67167659;0.59885617
18-07-2017;1557.54;2252.27;1450;1450;0.67167659;0.6253019
19-07-2017;1527.01;2223.85;1450;1421.58;0.67167659;0.6253019
20-07-2017;1892.52;2564.12;1450;1761.85;0.67167659;0.6253019
21-07-2017;1791.87;2470.43;1450;1668.16;0.67167659;0.6253019
22-07-2017;1887.49;2559.45;1450;1757.17;0.67167659;0.6253019
23-07-2017;1833.95;2509.6;1450;1707.32;0.67167659;0.6253019
24-07-2017;1850.38;2524.89;1450;1722.62;0.67167659;0.6253019
25-07-2017;1730.56;2413.35;1500;1500;0.67167659;0.58218966
26-07-2017;1698.97;2385.97;1500;1472.62;0.67167659;0.58218966
27-07-2017;1794.57;2468.83;1500;1555.48;0.67167659;0.58218966
28-07-2017;1886.75;2548.73;1500;1635.38;0.67167659;0.58218966
29-07-2017;1831.29;2500.66;1500;1587.31;0.67167659;0.58218966
30-07-2017;1851.93;2518.55;1500;1605.2;0.67167659;0.58218966
31-07-2017;1931.3;2587.34;1500;1673.99;0.67167659;0.58218966
01-08-2017;1825.79;2495.89;1550;1550;0.67167659;0.57021771
02-08-2017;1820.69;2491.57;1550;1545.67;0.67167659;0.57021771
03-08-2017;1883.87;2545.2;1550;1599.31;0.67167659;0.57021771
04-08-2017;1945.1;2597.18;1550;1651.29;0.67167659;0.57021771
05-08-2017;2184.9;2800.76;1550;1854.87;0.67167659;0.57021771
06-08-2017;2158.73;2778.54;1550;1832.65;0.67167659;0.57021771
07-08-2017;2269.55;2872.63;1550;1926.73;0.67167659;0.57021771
08-08-2017;2297.09;2896;1600;1600;0.67167659;0.46784447
09-08-2017;2245.06;2859.76;1600;1563.76;0.67167659;0.46784447
10-08-2017;2271.13;2877.92;1600;1581.91;0.67167659;0.46784447
11-08-2017;2452.04;3003.93;1600;1707.92;0.67167659;0.46784447
12-08-2017;2609.27;3113.44;1600;1817.44;0.67167659;0.46784447
13-08-2017;2735.91;3201.66;1600;1905.65;0.67167659;0.46784447
14-08-2017;2905.09;3319.49;1600;2023.49;0.67167659;0.46784447
15-08-2017;2808.9;3252.5;1650;1650;0.67167659;0.39455465
16-08-2017;2939.68;3329.32;1650;1726.82;0.67167659;0.39455465
17-08-2017;2909.49;3311.59;1650;1709.09;0.67167659;0.39455465
18-08-2017;2794.59;3244.09;1650;1641.59;0.67167659;0.39455465
19-08-2017;2816.81;3257.14;1650;1654.64;0.67167659;0.39455465
20-08-2017;2745.59;3215.3;1650;1612.81;0.67167659;0.39455465
21-08-2017;2687.88;3181.4;1650;1578.91;0.67167659;0.39455465
22-08-2017;2754.22;3302.5;1700;1700;0.67167659;0.41458156
23-08-2017;2788.48;3323.64;1700;1721.14;0.67167659;0.41458156
24-08-2017;2911.5;3399.58;1700;1797.08;0.67167659;0.41458156
25-08-2017;2936.3;3414.88;1700;1812.38;0.67167659;0.41458156
26-08-2017;2923.41;3406.92;1700;1804.42;0.67167659;0.41458156
27-08-2017;2943.88;3419.56;1700;1817.06;0.67167659;0.41458156
28-08-2017;2943.73;3419.47;1700;1816.97;0.67167659;0.41458156
29-08-2017;3075.62;3500.87;1750;1750;0.67167659;0.38217784
30-08-2017;3066.41;3495.63;1750;1744.76;0.67167659;0.38217784
31-08-2017;3159.16;3548.41;1750;1797.53;0.67167659;0.38217784
01-09-2017;3285.85;3620.49;1750;1869.62;0.67167659;0.38217784
02-09-2017;3075.45;3500.78;1750;1749.9;0.67167659;0.38217784
03-09-2017;3078.27;3502.38;1750;1751.51;0.67167659;0.38217784
04-09-2017;2845.43;3369.9;1750;1619.02;0.67167659;0.38217784
05-09-2017;2939.61;3550.87;1800;1800;0.67167659;0.41128476
06-09-2017;3087.78;3641.6;1800;1890.73;0.67167659;0.41128476
07-09-2017;3089.63;3642.74;1800;1891.86;0.67167659;0.41128476
08-09-2017;2840.35;3490.1;1800;1739.22;0.67167659;0.41128476
09-09-2017;2838.55;3488.99;1800;1738.11;0.67167659;0.41128476
10-09-2017;2769.28;3446.58;1800;1695.7;0.67167659;0.41128476
11-09-2017;2795.03;3462.34;1800;1711.47;0.67167659;0.41128476
12-09-2017;2774.57;3600.87;1850;1850;0.67167659;0.44785405
13-09-2017;2607.84;3489.71;1850;1738.83;0.67167659;0.44785405
14-09-2017;2119.11;3163.83;1850;1412.96;0.67167659;0.44785405
15-09-2017;2443.24;3379.95;1850;1629.08;0.67167659;0.44785405
16-09-2017;2434.85;3374.36;1850;1623.49;0.67167659;0.44785405
17-09-2017;2406.54;3355.48;1850;1604.61;0.67167659;0.44785405
18-09-2017;2730.5;3571.49;1850;1820.62;0.67167659;0.44785405
19-09-2017;2636.31;3650.87;1900;1900;0.67167659;0.48408014
20-09-2017;2623.54;3641.67;1900;1890.79;0.67167659;0.48408014
21-09-2017;2438.88;3508.59;1900;1757.71;0.67167659;0.48408014
22-09-2017;2438.66;3508.42;1900;1757.55;0.67167659;0.48408014
23-09-2017;2547.27;3586.7;1900;1835.83;0.67167659;0.48408014
24-09-2017;2473.68;3533.66;1900;1782.79;0.67167659;0.48408014
25-09-2017;2637.05;3651.41;1900;1900.53;0.67167659;0.48408014
26-09-2017;2614.4;3700.87;1950;1950;0.67167659;0.50098268
27-09-2017;2821.49;3855.34;1950;2104.46;0.67167659;0.50098268
28-09-2017;2804.07;3842.34;1950;2091.47;0.67167659;0.50098268
29-09-2017;2796.24;3836.5;1950;2085.63;0.67167659;0.50098268
30-09-2017;2914.21;3924.49;1950;2173.62;0.67167659;0.50098268
01-10-2017;2957.89;3957.07;1950;2206.2;0.67167659;0.50098268
02-10-2017;2961.64;3959.87;1950;2208.99;0.67167659;0.50098268
03-10-2017;2899.95;3913.86;2000;2000;0.67167659;0.46323318
04-10-2017;2840.76;3873.04;2000;1959.18;0.67167659;0.46323318
05-10-2017;2907.29;3918.92;2000;2005.06;0.67167659;0.46323318
06-10-2017;2935.77;3938.56;2000;2024.7;0.67167659;0.46323318
07-10-2017;2973.44;3964.54;2000;2050.68;0.67167659;0.46323318
08-10-2017;3096.75;4049.58;2000;2135.73;0.67167659;0.46323318
09-10-2017;3205.25;4124.42;2000;2210.56;0.67167659;0.46323318
10-10-2017;3211.95;4129.03;2050;2050;0.67167659;0.4286918
11-10-2017;3241.83;4148.11;2050;2069.07;0.67167659;0.4286918
12-10-2017;3658.56;4414.08;2050;2335.05;0.67167659;0.4286918
13-10-2017;3793.1;4499.95;2050;2420.91;0.67167659;0.4286918
14-10-2017;3917.08;4579.07;2050;2500.04;0.67167659;0.4286918
15-10-2017;3813.91;4513.23;2050;2434.19;0.67167659;0.4286918
16-10-2017;3845.74;4533.55;2050;2454.51;0.67167659;0.4286918
17-10-2017;3765.09;4482.07;2100;2100;0.67167659;0.37463141
18-10-2017;3755.14;4476.52;2100;2094.45;0.67167659;0.37463141
19-10-2017;3834.28;4520.66;2100;2138.59;0.67167659;0.37463141
20-10-2017;4037.75;4634.15;2100;2252.08;0.67167659;0.37463141
21-10-2017;4051.28;4641.7;2100;2259.63;0.67167659;0.37463141
22-10-2017;4035.71;4633.01;2100;2250.94;0.67167659;0.37463141
23-10-2017;3983.26;4603.75;2100;2221.68;0.67167659;0.37463141
24-10-2017;3712.11;4532.07;2150;2150;0.67167659;0.38902479
25-10-2017;3862.68;4619.27;2150;2237.2;0.67167659;0.38902479
26-10-2017;3966.14;4679.2;2150;2297.13;0.67167659;0.38902479
27-10-2017;3882.9;4630.98;2150;2248.91;0.67167659;0.38902479
28-10-2017;3864.22;4620.16;2150;2238.09;0.67167659;0.38902479
29-10-2017;4133.4;4776.07;2150;2394;0.67167659;0.38902479
30-10-2017;4117.73;4767;2150;2384.93;0.67167659;0.38902479
31-10-2017;4344.67;4898.44;2200;2200;0.67167659;0.34011503
01-11-2017;4545.44;5000.1;2200;2301.66;0.67167659;0.34011503
02-11-2017;4754.46;5105.94;2200;2407.5;0.67167659;0.34011503
03-11-2017;4841.28;5149.91;2200;2451.47;0.67167659;0.34011503
04-11-2017;4956.94;5208.47;2200;2510.03;0.67167659;0.34011503
05-11-2017;4975.38;5217.81;2200;2519.37;0.67167659;0.34011503
06-11-2017;4717.02;5086.98;2200;2388.55;0.67167659;0.34011503
07-11-2017;4798.71;5128.35;2250;2250;0.67167659;0.31493286
08-11-2017;5010.5;5227.65;2250;2349.3;0.67167659;0.31493286
09-11-2017;4798.18;5128.1;2250;2249.75;0.67167659;0.31493286
10-11-2017;4445.25;4962.62;2250;2084.27;0.67167659;0.31493286
11-11-2017;4270.25;4880.57;2250;2002.22;0.67167659;0.31493286
12-11-2017;3996.52;4752.22;2250;1873.87;0.67167659;0.31493286
13-11-2017;4405.86;4944.15;2250;2065.8;0.67167659;0.31493286
14-11-2017;4457.08;5178.35;2300;2300;0.67167659;0.34660739
15-11-2017;4913.68;5413.97;2300;2535.62;0.67167659;0.34660739
16-11-2017;5287.23;5606.73;2300;2728.39;0.67167659;0.34660739
17-11-2017;5177.95;5550.34;2300;2671.99;0.67167659;0.34660739
18-11-2017;5232.46;5578.47;2300;2700.12;0.67167659;0.34660739
19-11-2017;5397.92;5663.86;2300;2785.51;0.67167659;0.34660739
20-11-2017;5508.18;5720.75;2300;2842.4;0.67167659;0.34660739
21-11-2017;5421.28;5675.91;2350;2350;0.67167659;0.29115653
22-11-2017;5543.72;5728.98;2350;2403.07;0.67167659;0.29115653
23-11-2017;5399.45;5666.45;2350;2340.54;0.67167659;0.29115653
24-11-2017;5543.81;5729.02;2350;2403.12;0.67167659;0.29115653
25-11-2017;5904.66;5885.44;2350;2559.53;0.67167659;0.29115653
26-11-2017;6267.11;6042.56;2350;2716.65;0.67167659;0.29115653
27-11-2017;6594.76;6184.58;2350;2858.68;0.67167659;0.29115653
28-11-2017;6756.26;6254.59;2400;2400;0.67167659;0.23859705
29-11-2017;6641.95;6213.99;2400;2359.39;0.67167659;0.23859705
30-11-2017;6873.67;6296.3;2400;2441.71;0.67167659;0.23859705
01-12-2017;7372.05;6473.34;2400;2618.75;0.67167659;0.23859705
02-12-2017;7438.55;6496.96;2400;2642.37;0.67167659;0.23859705
03-12-2017;7605.53;6556.27;2400;2701.68;0.67167659;0.23859705
04-12-2017;7829.87;6635.97;2400;2781.37;0.67167659;0.23859705
05-12-2017;8004.17;6697.88;2450;2450;0.67167659;0.20559383
06-12-2017;9599.27;7186.13;2450;2938.24;0.67167659;0.20559383
07-12-2017;12022.81;7927.95;2450;3680.07;0.67167659;0.20559383
08-12-2017;11129.28;7654.45;2450;3406.57;0.67167659;0.20559383
09-12-2017;10194.84;7368.43;2450;3120.54;0.67167659;0.20559383
10-12-2017;10381.03;7425.42;2450;3177.53;0.67167659;0.20559383
11-12-2017;11376.05;7729.98;2450;3482.1;0.67167659;0.20559383
12-12-2017;11697.52;7828.38;2500;2500;0.67167659;0.14355111
13-12-2017;11021;7683.8;2500;2355.42;0.67167659;0.14355111
14-12-2017;11125.65;7706.16;2500;2377.78;0.67167659;0.14355111
15-12-2017;11893.31;7870.23;2500;2541.85;0.67167659;0.14355111
16-12-2017;13095.95;8127.25;2500;2798.87;0.67167659;0.14355111
17-12-2017;12856.43;8076.06;2500;2747.68;0.67167659;0.14355111
18-12-2017;12838.56;8072.25;2500;2743.86;0.67167659;0.14355111
19-12-2017;11940.19;7880.25;2550;2550;0.67167659;0.1434462
20-12-2017;11166.35;7714.98;2550;2384.74;0.67167659;0.1434462
21-12-2017;10614.44;7597.11;2550;2266.87;0.67167659;0.1434462
22-12-2017;9290.5;7314.36;2550;1984.12;0.67167659;0.1434462
23-12-2017;9873.11;7438.79;2550;2108.54;0.67167659;0.1434462
24-12-2017;9353.63;7327.85;2550;1997.6;0.67167659;0.1434462
25-12-2017;9421.34;7342.31;2550;2012.06;0.67167659;0.1434462
26-12-2017;10813.86;7930.25;2600;2600;0.67167659;0.16149269
27-12-2017;10638.35;7888.05;2600;2557.8;0.67167659;0.16149269
28-12-2017;9810.84;7689.09;2600;2358.84;0.67167659;0.16149269
29-12-2017;9844.23;7697.11;2600;2366.87;0.67167659;0.16149269
30-12-2017;8699.69;7421.93;2600;2091.69;0.67167659;0.16149269
31-12-2017;9508.52;7616.4;2600;2286.16;0.67167659;0.16149269
