date;dva (no withdraw);dva (crypto ptf + cash);savings;dva (crypto ptf);no withdraw;full adjustment
13-03-2020;351.7;351.7;500;351.7;0.06321329;0.06321329
14-03-2020;328.73;328.73;500;328.73;0.06321329;0.06321329
15-03-2020;340.87;340.87;500;340.87;0.06321329;0.06321329
16-03-2020;316.98;316.98;500;316.98;0.06321329;0.06321329
17-03-2020;550;550;550;550;0.10525048;0.10525048
18-03-2020;551.35;551.35;550;551.35;0.10525048;0.10525048
19-03-2020;651.63;651.63;550;651.63;0.10525048;0.10525048
20-03-2020;652.42;652.42;550;652.42;0.10525048;0.10525048
21-03-2020;650.98;650.98;550;650.98;0.10525048;0.10525048
22-03-2020;613.64;613.64;550;613.64;0.10525048;0.10525048
23-03-2020;675.32;675.32;550;675.32;0.10525048;0.10525048
24-03-2020;708.84;708.84;600;600;0.10525048;0.08908946
25-03-2020;703.19;704.05;600;595.21;0.10525048;0.08908946
26-03-2020;706.91;707.21;600;598.36;0.10525048;0.08908946
27-03-2020;680.95;685.23;600;576.39;0.10525048;0.08908946
28-03-2020;656.99;664.95;600;556.11;0.10525048;0.08908946
29-03-2020;623.3;636.43;600;527.59;0.10525048;0.08908946
30-03-2020;676.74;681.67;600;572.83;0.10525048;0.08908946
31-03-2020;677.67;758.84;650;650;0.10525048;0.10095293
01-04-2020;695.37;775.81;650;666.97;0.10525048;0.10095293
02-04-2020;715.03;794.68;650;685.84;0.10525048;0.10095293
03-04-2020;708.69;788.6;650;679.76;0.10525048;0.10095293
04-04-2020;722.81;802.14;650;693.3;0.10525048;0.10095293
05-04-2020;714.77;794.43;650;685.58;0.10525048;0.10095293
06-04-2020;765.36;842.95;650;734.11;0.10525048;0.10095293
07-04-2020;755.32;833.32;700;700;0.10525048;0.09754175
08-04-2020;771.92;848.7;700;715.38;0.10525048;0.09754175
09-04-2020;768.55;845.58;700;712.26;0.10525048;0.09754175
10-04-2020;722.6;802.99;700;669.67;0.10525048;0.09754175
11-04-2020;721.92;802.37;700;669.05;0.10525048;0.09754175
12-04-2020;733.71;813.29;700;679.97;0.10525048;0.09754175
13-04-2020;720.44;801;700;667.68;0.10525048;0.09754175
14-04-2020;750;883.32;750;750;0.10961022;0.10961022
15-04-2020;728.04;861.36;750;728.04;0.10961022;0.10961022
16-04-2020;780.07;913.4;750;780.07;0.10961022;0.10961022
17-04-2020;777.81;911.14;750;777.81;0.10961022;0.10961022
18-04-2020;795.51;928.84;750;795.51;0.10961022;0.10961022
19-04-2020;788.03;921.36;750;788.03;0.10961022;0.10961022
20-04-2020;754.33;887.65;750;754.33;0.10961022;0.10961022
21-04-2020;800;933.32;800;800;0.11627361;0.11627361
22-04-2020;827.54;960.86;800;827.54;0.11627361;0.11627361
23-04-2020;863.88;997.2;800;863.88;0.11627361;0.11627361
24-04-2020;877.97;1011.29;800;877.97;0.11627361;0.11627361
25-04-2020;880.18;1013.51;800;880.18;0.11627361;0.11627361
26-04-2020;892.97;1026.29;800;892.97;0.11627361;0.11627361
27-04-2020;906.42;1039.74;800;906.42;0.11627361;0.11627361
28-04-2020;907.75;1041.08;850;850;0.11627361;0.10887583
29-04-2020;1023.33;1149.3;850;958.22;0.11627361;0.10887583
30-04-2020;1006.76;1133.78;850;942.71;0.11627361;0.10887583
01-05-2020;1030.74;1156.24;850;965.16;0.11627361;0.10887583
02-05-2020;1045.14;1169.72;850;978.64;0.11627361;0.10887583
03-05-2020;1034.54;1159.8;850;968.72;0.11627361;0.10887583
04-05-2020;1036.31;1161.45;850;970.37;0.11627361;0.10887583
05-05-2020;1046.82;1171.29;900;900;0.11627361;0.0999659
06-05-2020;1077.71;1197.85;900;926.56;0.11627361;0.0999659
07-05-2020;1157.1;1266.11;900;994.81;0.11627361;0.0999659
08-05-2020;1144.44;1255.22;900;983.93;0.11627361;0.0999659
09-05-2020;1115.52;1230.36;900;959.06;0.11627361;0.0999659
10-05-2020;1018.14;1146.64;900;875.34;0.11627361;0.0999659
11-05-2020;1000.16;1131.18;900;859.89;0.11627361;0.0999659
12-05-2020;1023.73;1221.29;950;950;0.11627361;0.10789964
13-05-2020;1077.85;1271.52;950;1000.23;0.11627361;0.10789964
14-05-2020;1131.77;1321.56;950;1050.27;0.11627361;0.10789964
15-05-2020;1084.62;1277.8;950;1006.51;0.11627361;0.10789964
16-05-2020;1090.3;1283.07;950;1011.78;0.11627361;0.10789964
17-05-2020;1124.45;1314.76;950;1043.47;0.11627361;0.10789964
18-05-2020;1130.94;1320.79;950;1049.49;0.11627361;0.10789964
19-05-2020;1131.23;1321.05;1000;1000;0.11627361;0.10278508
20-05-2020;1107.27;1299.87;1000;978.82;0.11627361;0.10278508
21-05-2020;1055.97;1254.52;1000;933.47;0.11627361;0.10278508
22-05-2020;1067.69;1264.88;1000;943.83;0.11627361;0.10278508
23-05-2020;1070.8;1267.63;1000;946.58;0.11627361;0.10278508
24-05-2020;1022.09;1224.57;1000;903.52;0.11627361;0.10278508
25-05-2020;1035.64;1236.55;1000;915.5;0.11627361;0.10278508
26-05-2020;1050;1371.05;1050;1050;0.11884479;0.11884479
27-05-2020;1091.12;1412.17;1050;1091.12;0.11884479;0.11884479
28-05-2020;1132.09;1453.14;1050;1132.09;0.11884479;0.11884479
29-05-2020;1121.79;1442.84;1050;1121.79;0.11884479;0.11884479
30-05-2020;1152.84;1473.9;1050;1152.84;0.11884479;0.11884479
31-05-2020;1124.4;1445.45;1050;1124.4;0.11884479;0.11884479
01-06-2020;1208.33;1529.38;1050;1208.33;0.11884479;0.11884479
02-06-2020;1132.57;1453.62;1100;1100;0.11884479;0.11542735
03-06-2020;1147.65;1468.27;1100;1114.65;0.11884479;0.11542735
04-06-2020;1164.75;1484.88;1100;1131.26;0.11884479;0.11542735
05-06-2020;1148.7;1469.29;1100;1115.67;0.11884479;0.11542735
06-06-2020;1147.29;1467.92;1100;1114.3;0.11884479;0.11542735
07-06-2020;1159.79;1480.06;1100;1126.44;0.11884479;0.11542735
08-06-2020;1161.29;1481.52;1100;1127.9;0.11884479;0.11542735
09-06-2020;1164.17;1503.62;1150;1150;0.11884479;0.11739845
10-06-2020;1173.01;1512.35;1150;1158.73;0.11884479;0.11739845
11-06-2020;1107.85;1447.98;1150;1094.36;0.11884479;0.11739845
12-06-2020;1126.75;1466.66;1150;1113.04;0.11884479;0.11739845
13-06-2020;1126.09;1466;1150;1112.38;0.11884479;0.11739845
14-06-2020;1115.57;1455.61;1150;1101.99;0.11884479;0.11739845
15-06-2020;1123.17;1463.12;1150;1109.5;0.11884479;0.11739845
16-06-2020;1200;1553.62;1200;1200;0.12581222;0.12581222
17-06-2020;1192.73;1546.35;1200;1192.73;0.12581222;0.12581222
18-06-2020;1184.12;1537.74;1200;1184.12;0.12581222;0.12581222
19-06-2020;1168.55;1522.17;1200;1168.55;0.12581222;0.12581222
20-06-2020;1174.12;1527.74;1200;1174.12;0.12581222;0.12581222
21-06-2020;1170.51;1524.13;1200;1170.51;0.12581222;0.12581222
22-06-2020;1213.93;1567.55;1200;1213.93;0.12581222;0.12581222
23-06-2020;1250;1603.62;1250;1250;0.12980731;0.12980731
24-06-2020;1208.97;1562.59;1250;1208.97;0.12980731;0.12980731
25-06-2020;1202.64;1556.26;1250;1202.64;0.12980731;0.12980731
26-06-2020;1189.41;1543.03;1250;1189.41;0.12980731;0.12980731
27-06-2020;1174.16;1527.78;1250;1174.16;0.12980731;0.12980731
28-06-2020;1186.9;1540.52;1250;1186.9;0.12980731;0.12980731
29-06-2020;1193.04;1546.66;1250;1193.04;0.12980731;0.12980731
30-06-2020;1300;1653.62;1300;1300;0.14226318;0.14226318
01-07-2020;1312.85;1666.47;1300;1312.85;0.14226318;0.14226318
02-07-2020;1297.93;1651.55;1300;1297.93;0.14226318;0.14226318
03-07-2020;1292.79;1646.41;1300;1292.79;0.14226318;0.14226318
04-07-2020;1299.22;1652.84;1300;1299.22;0.14226318;0.14226318
05-07-2020;1290.89;1644.51;1300;1290.89;0.14226318;0.14226318
06-07-2020;1333.78;1687.41;1300;1333.78;0.14226318;0.14226318
07-07-2020;1350;1703.62;1350;1350;0.14591002;0.14591002
08-07-2020;1375.69;1729.31;1350;1375.69;0.14591002;0.14591002
09-07-2020;1353.75;1707.37;1350;1353.75;0.14591002;0.14591002
10-07-2020;1353.87;1707.49;1350;1353.87;0.14591002;0.14591002
11-07-2020;1348.26;1701.88;1350;1348.26;0.14591002;0.14591002
12-07-2020;1353.53;1707.15;1350;1353.53;0.14591002;0.14591002
13-07-2020;1348.74;1702.36;1350;1348.74;0.14591002;0.14591002
14-07-2020;1400;1753.62;1400;1400;0.15146247;0.15146247
15-07-2020;1392.37;1745.99;1400;1392.37;0.15146247;0.15146247
16-07-2020;1383.19;1736.81;1400;1383.19;0.15146247;0.15146247
17-07-2020;1386.09;1739.71;1400;1386.09;0.15146247;0.15146247
18-07-2020;1387.25;1740.87;1400;1387.25;0.15146247;0.15146247
19-07-2020;1391.31;1744.93;1400;1391.31;0.15146247;0.15146247
20-07-2020;1388.04;1741.66;1400;1388.04;0.15146247;0.15146247
21-07-2020;1450;1803.62;1450;1450;0.15466852;0.15466852
22-07-2020;1473.27;1826.89;1450;1473.27;0.15466852;0.15466852
23-07-2020;1481.89;1835.51;1450;1481.89;0.15466852;0.15466852
24-07-2020;1475.06;1828.68;1450;1475.06;0.15466852;0.15466852
25-07-2020;1496.74;1850.37;1450;1496.74;0.15466852;0.15466852
26-07-2020;1532.02;1885.64;1450;1532.02;0.15466852;0.15466852
27-07-2020;1699.94;2053.56;1450;1699.94;0.15466852;0.15466852
28-07-2020;1687.87;2041.49;1500;1500;0.15466852;0.13745297
29-07-2020;1716.89;2067.28;1500;1525.79;0.15466852;0.13745297
30-07-2020;1718.55;2068.76;1500;1527.27;0.15466852;0.13745297
31-07-2020;1751.38;2097.93;1500;1556.44;0.15466852;0.13745297
01-08-2020;1818.84;2157.88;1500;1616.39;0.15466852;0.13745297
02-08-2020;1709.65;2060.84;1500;1519.35;0.15466852;0.13745297
03-08-2020;1739.46;2087.33;1500;1545.84;0.15466852;0.13745297
04-08-2020;1733.2;2091.49;1550;1550;0.15466852;0.13832008
05-08-2020;1816.89;2166.34;1550;1624.85;0.15466852;0.13832008
06-08-2020;1821.96;2170.87;1550;1629.38;0.15466852;0.13832008
07-08-2020;1794.38;2146.21;1550;1604.72;0.15466852;0.13832008
08-08-2020;1817.98;2167.31;1550;1625.82;0.15466852;0.13832008
09-08-2020;1805.87;2156.48;1550;1614.99;0.15466852;0.13832008
10-08-2020;1837.17;2184.47;1550;1642.98;0.15466852;0.13832008
11-08-2020;1764.85;2141.49;1600;1600;0.15466852;0.14022141
12-08-2020;1791.82;2165.95;1600;1624.46;0.15466852;0.14022141
13-08-2020;1822.64;2193.88;1600;1652.39;0.15466852;0.14022141
14-08-2020;1820.27;2191.74;1600;1650.25;0.15466852;0.14022141
15-08-2020;1835.25;2205.32;1600;1663.82;0.15466852;0.14022141
16-08-2020;1839.44;2209.12;1600;1667.63;0.15466852;0.14022141
17-08-2020;1895.37;2259.82;1600;1718.33;0.15466852;0.14022141
18-08-2020;1854.67;2222.92;1650;1650;0.15466852;0.13760052
19-08-2020;1818.64;2190.86;1650;1617.95;0.15466852;0.13760052
20-08-2020;1837.21;2207.39;1650;1634.47;0.15466852;0.13760052
21-08-2020;1792.99;2168.05;1650;1595.13;0.15466852;0.13760052
22-08-2020;1806.81;2180.34;1650;1607.43;0.15466852;0.13760052
23-08-2020;1804.18;2178.01;1650;1605.09;0.15466852;0.13760052
24-08-2020;1821.16;2193.11;1650;1620.19;0.15466852;0.13760052
25-08-2020;1757.98;2272.92;1700;1700;0.15466852;0.14956712
26-08-2020;1776.89;2291.2;1700;1718.28;0.15466852;0.14956712
27-08-2020;1751.37;2266.53;1700;1693.61;0.15466852;0.14956712
28-08-2020;1785.26;2299.3;1700;1726.38;0.15466852;0.14956712
29-08-2020;1779.75;2293.97;1700;1721.05;0.15466852;0.14956712
30-08-2020;1811.4;2324.57;1700;1751.66;0.15466852;0.14956712
31-08-2020;1806.66;2319.98;1700;1747.07;0.15466852;0.14956712
01-09-2020;1851.46;2363.31;1750;1750;0.15466852;0.14619299
02-09-2020;1765.39;2281.96;1750;1668.65;0.15466852;0.14619299
03-09-2020;1584.62;2111.1;1750;1497.79;0.15466852;0.14619299
04-09-2020;1625.85;2150.06;1750;1536.75;0.15466852;0.14619299
05-09-2020;1572.91;2100.03;1750;1486.72;0.15466852;0.14619299
06-09-2020;1590.05;2116.22;1750;1502.92;0.15466852;0.14619299
07-09-2020;1603.85;2129.27;1750;1515.96;0.15466852;0.14619299
08-09-2020;1800;2413.31;1800;1800;0.17766343;0.17766343
09-09-2020;1819.69;2433;1800;1819.69;0.17766343;0.17766343
10-09-2020;1841.15;2454.46;1800;1841.15;0.17766343;0.17766343
11-09-2020;1847.86;2461.17;1800;1847.86;0.17766343;0.17766343
12-09-2020;1855.19;2468.5;1800;1855.19;0.17766343;0.17766343
13-09-2020;1834.15;2447.46;1800;1834.15;0.17766343;0.17766343
14-09-2020;1897.59;2510.9;1800;1897.59;0.17766343;0.17766343
15-09-2020;1918.22;2531.53;1850;1850;0.17766343;0.17134467
16-09-2020;1949.84;2562.02;1850;1880.49;0.17766343;0.17134467
17-09-2020;1945.24;2557.58;1850;1876.05;0.17766343;0.17134467
18-09-2020;1944.45;2556.83;1850;1875.3;0.17766343;0.17134467
19-09-2020;1971.06;2582.49;1850;1900.96;0.17766343;0.17134467
20-09-2020;1943.33;2555.75;1850;1874.21;0.17766343;0.17134467
21-09-2020;1858.76;2474.18;1850;1792.65;0.17766343;0.17134467
22-09-2020;1900;2581.53;1900;1900;0.180292;0.180292
23-09-2020;1843.64;2525.17;1900;1843.64;0.180292;0.180292
24-09-2020;1937.34;2618.87;1900;1937.34;0.180292;0.180292
25-09-2020;1929.54;2611.07;1900;1929.54;0.180292;0.180292
26-09-2020;1938.94;2620.47;1900;1938.94;0.180292;0.180292
27-09-2020;1942.54;2624.07;1900;1942.54;0.180292;0.180292
28-09-2020;1932.97;2614.5;1900;1932.97;0.180292;0.180292
29-09-2020;1955.96;2637.49;1950;1950;0.180292;0.17974288
30-09-2020;1944.92;2626.49;1950;1939;0.180292;0.17974288
01-10-2020;1915.3;2596.96;1950;1909.47;0.180292;0.17974288
02-10-2020;1908.42;2590.1;1950;1902.61;0.180292;0.17974288
03-10-2020;1904.87;2586.56;1950;1899.07;0.180292;0.17974288
04-10-2020;1926.32;2607.94;1950;1920.45;0.180292;0.17974288
05-10-2020;1947.87;2629.43;1950;1941.94;0.180292;0.17974288
06-10-2020;2000;2687.49;2000;2000;0.18829441;0.18829441
07-10-2020;2010.82;2698.31;2000;2010.82;0.18829441;0.18829441
08-10-2020;2056.86;2744.35;2000;2056.86;0.18829441;0.18829441
09-10-2020;2086.2;2773.69;2000;2086.2;0.18829441;0.18829441
10-10-2020;2127.04;2814.53;2000;2127.04;0.18829441;0.18829441
11-10-2020;2143.58;2831.07;2000;2143.58;0.18829441;0.18829441
12-10-2020;2175.81;2863.3;2000;2175.81;0.18829441;0.18829441
13-10-2020;2151.43;2838.92;2050;2050;0.18829441;0.17941695
14-10-2020;2152.11;2839.57;2050;2050.65;0.18829441;0.17941695
15-10-2020;2164.51;2851.38;2050;2062.46;0.18829441;0.17941695
16-10-2020;2131.89;2820.3;2050;2031.38;0.18829441;0.17941695
17-10-2020;2138.67;2826.76;2050;2037.84;0.18829441;0.17941695
18-10-2020;2162.25;2849.23;2050;2060.31;0.18829441;0.17941695
19-10-2020;2210.96;2895.64;2050;2106.72;0.18829441;0.17941695
20-10-2020;2243.78;2926.91;2100;2100;0.18829441;0.17622868
21-10-2020;2414.63;3086.82;2100;2259.9;0.18829441;0.17622868
22-10-2020;2441.4;3111.88;2100;2284.96;0.18829441;0.17622868
23-10-2020;2434.94;3105.82;2100;2278.91;0.18829441;0.17622868
24-10-2020;2468.17;3136.93;2100;2310.02;0.18829441;0.17622868
25-10-2020;2453.7;3123.38;2100;2296.47;0.18829441;0.17622868
26-10-2020;2462;3131.15;2100;2304.23;0.18829441;0.17622868
27-10-2020;2571.01;3233.18;2150;2150;0.18829441;0.15746049
28-10-2020;2498.91;3172.88;2150;2089.7;0.18829441;0.15746049
29-10-2020;2530.28;3199.11;2150;2115.94;0.18829441;0.15746049
30-10-2020;2550.73;3216.22;2150;2133.04;0.18829441;0.15746049
31-10-2020;2594.88;3253.14;2150;2169.96;0.18829441;0.15746049
01-11-2020;2586.62;3246.23;2150;2163.05;0.18829441;0.15746049
02-11-2020;2551.48;3216.85;2150;2133.67;0.18829441;0.15746049
03-11-2020;2626.76;3283.18;2200;2200;0.18829441;0.15770269
04-11-2020;2661.3;3312.1;2200;2228.92;0.18829441;0.15770269
05-11-2020;2933.6;3540.16;2200;2456.98;0.18829441;0.15770269
06-11-2020;2930.97;3537.96;2200;2454.78;0.18829441;0.15770269
07-11-2020;2793.11;3422.5;2200;2339.32;0.18829441;0.15770269
08-11-2020;2914.72;3524.35;2200;2441.17;0.18829441;0.15770269
09-11-2020;2886.99;3501.13;2200;2417.95;0.18829441;0.15770269
10-11-2020;2879.19;3494.6;2250;2250;0.18829441;0.14714632
11-11-2020;2956.47;3554.99;2250;2310.39;0.18829441;0.14714632
12-11-2020;3064.74;3639.6;2250;2395;0.18829441;0.14714632
13-11-2020;3072.55;3645.7;2250;2401.11;0.18829441;0.14714632
14-11-2020;3025.54;3608.96;2250;2364.37;0.18829441;0.14714632
15-11-2020;3004.35;3592.4;2250;2347.81;0.18829441;0.14714632
16-11-2020;3147.55;3704.31;2250;2459.71;0.18829441;0.14714632
17-11-2020;3322.53;3841.05;2300;2300;0.18829441;0.13034554
18-11-2020;3352.39;3861.73;2300;2320.67;0.18829441;0.13034554
19-11-2020;3354.86;3863.43;2300;2322.38;0.18829441;0.13034554
20-11-2020;3506.29;3968.26;2300;2427.21;0.18829441;0.13034554
21-11-2020;3510.23;3970.98;2300;2429.93;0.18829441;0.13034554
22-11-2020;3458.97;3935.5;2300;2394.45;0.18829441;0.13034554
23-11-2020;3457.86;3934.73;2300;2393.68;0.18829441;0.13034554
24-11-2020;3597.83;4031.63;2350;2350;0.18829441;0.12298858
25-11-2020;3527.15;3985.46;2350;2303.84;0.18829441;0.12298858
26-11-2020;3229.37;3790.96;2350;2109.33;0.18829441;0.12298858
27-11-2020;3221.42;3785.76;2350;2104.14;0.18829441;0.12298858
28-11-2020;3336.09;3860.66;2350;2179.04;0.18829441;0.12298858
29-11-2020;3422.72;3917.25;2350;2235.62;0.18829441;0.12298858
30-11-2020;3695.44;4095.38;2350;2413.75;0.18829441;0.12298858
01-12-2020;3540.5;4081.63;2400;2400;0.18829441;0.12763922
02-12-2020;3615.46;4132.44;2400;2450.81;0.18829441;0.12763922
03-12-2020;3661.46;4163.62;2400;2482;0.18829441;0.12763922
04-12-2020;3521.06;4068.45;2400;2386.82;0.18829441;0.12763922
05-12-2020;3606.63;4126.46;2400;2444.83;0.18829441;0.12763922
06-12-2020;3642.58;4150.82;2400;2469.2;0.18829441;0.12763922
07-12-2020;3613.68;4131.23;2400;2449.6;0.18829441;0.12763922
08-12-2020;3449.77;4131.63;2450;2450;0.18829441;0.13372527
09-12-2020;3493.6;4162.75;2450;2481.13;0.18829441;0.13372527
10-12-2020;3439.2;4124.12;2450;2442.49;0.18829441;0.13372527
11-12-2020;3400.39;4096.56;2450;2414.93;0.18829441;0.13372527
12-12-2020;3540.62;4196.15;2450;2514.52;0.18829441;0.13372527
13-12-2020;3604.4;4241.45;2450;2559.82;0.18829441;0.13372527
14-12-2020;3624.04;4255.39;2450;2573.76;0.18829441;0.13372527
15-12-2020;3656.13;4278.18;2500;2500;0.18829441;0.12875265
16-12-2020;4012.67;4521.97;2500;2743.8;0.18829441;0.12875265
17-12-2020;4294.08;4714.4;2500;2936.23;0.18829441;0.12875265
18-12-2020;4356.75;4757.25;2500;2979.07;0.18829441;0.12875265
19-12-2020;4494.56;4851.48;2500;3073.3;0.18829441;0.12875265
20-12-2020;4420.64;4800.94;2500;3022.76;0.18829441;0.12875265
21-12-2020;4293.69;4714.14;2500;2935.96;0.18829441;0.12875265
22-12-2020;4478.21;4840.31;2550;2550;0.18829441;0.10721931
23-12-2020;4376.22;4782.23;2550;2491.92;0.18829441;0.10721931
24-12-2020;4469.35;4835.26;2550;2544.95;0.18829441;0.10721931
25-12-2020;4644.24;4934.85;2550;2644.54;0.18829441;0.10721931
26-12-2020;4977.95;5124.87;2550;2834.56;0.18829441;0.10721931
27-12-2020;4946.93;5107.2;2550;2816.9;0.18829441;0.10721931
28-12-2020;5099.92;5194.32;2550;2904.01;0.18829441;0.10721931
29-12-2020;5152.19;5224.09;2600;2600;0.18829441;0.09502077
30-12-2020;5430.59;5364.58;2600;2740.49;0.18829441;0.09502077
31-12-2020;5460.86;5379.85;2600;2755.77;0.18829441;0.09502077
